,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_RANGE,DAYS_EMPLOYED_RANGE,DAYS_REGISTRATION_RANGE,DAYS_ID_PUBLISH_RANGE,DAYS_LAST_PHONE_CHANGE_RANGE,AGE_RANGE_D,TARGET_D
649,649,100741,0.0,Cash loans,M,Y,Y,0,90000.0,284400.0,19134.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.00712,16.0,1,1,0,1,0,0,Low-skill Laborers,1.0,2,2,THURSDAY,12,0,0,0,1,1,0,Business Entity Type 3,0.5061548086628039,0.1847889382028459,0.1368005219117748,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,11.0,0.0,11.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,5,2,1,moins de 27 ans,credit non remboursé
650,650,100742,0.0,Cash loans,F,N,Y,0,108000.0,390960.0,17352.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,9.0,1,0,0,1,0,0,Laborers,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,0.9143461815625712,0.4462412891555199,0.3539876078507373,0.0619,0.0765,0.9682,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0471,0.0,0.017,0.063,0.0749,0.9652,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.049,0.0,0.018,0.0625,0.0761,0.9682,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0479,0.0,0.0174,reg oper account,block of flats,0.0025,"Stone, brick",No,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,4,3,0,4,1,entre 50-65 ans,credit non remboursé
651,651,100743,0.0,Cash loans,F,N,Y,0,38250.0,47970.0,5166.0,45000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,9.0,1,1,1,1,0,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.5061548086628039,0.6225489936318451,0.7850520263728172,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,5,5,3,3,entre 50-65 ans,credit non remboursé
652,652,100746,0.0,Revolving loans,M,Y,Y,0,171000.0,495000.0,24750.0,495000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.026392,3.0,1,0,0,1,0,0,Laborers,2.0,2,2,SUNDAY,12,0,0,0,1,0,0,XNA,0.5061548086628039,0.7368847703395534,0.5709165417729987,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3,3,4,2,2,entre 40-50 ans,credit non remboursé
653,653,100748,0.0,Cash loans,F,Y,Y,1,103500.0,270000.0,14778.0,270000.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.035792,10.0,1,1,1,1,1,0,Sales staff,3.0,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.6918028610659173,0.3979463219016906,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5,1,3,entre 40-50 ans,credit non remboursé
654,654,100749,0.0,Cash loans,F,N,N,0,171000.0,679500.0,19998.0,679500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0196889999999999,9.0,1,1,0,1,1,0,Sales staff,2.0,2,2,SUNDAY,17,0,0,0,0,0,0,Self-employed,0.7365095436064547,0.6795454823560807,0.2822484337007223,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,3,1,2,1,3,entre 40-50 ans,credit non remboursé
655,655,100750,0.0,Cash loans,F,N,Y,0,121500.0,472500.0,19993.5,472500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,9.0,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.5510914864847888,0.4938628816996244,0.1588,0.0,0.9767,0.6804,0.032,0.0,0.1034,0.1667,0.2083,0.138,0.1294,0.06,0.0,0.0,0.1618,0.0,0.9767,0.6929,0.0323,0.0,0.1034,0.1667,0.2083,0.1411,0.1414,0.0625,0.0,0.0,0.1603,0.0,0.9767,0.6847,0.0322,0.0,0.1034,0.1667,0.2083,0.1404,0.1317,0.0611,0.0,0.0,reg oper account,block of flats,0.0501,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,5,4,2,entre 27-40 ans,credit non remboursé
656,656,100755,0.0,Cash loans,F,N,Y,0,90000.0,107820.0,7420.5,90000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.0196889999999999,9.0,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.5061548086628039,0.1571110931326108,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,4,3,1,entre 27-40 ans,credit non remboursé
657,657,100756,0.0,Cash loans,F,N,Y,0,202500.0,247675.5,25506.0,229500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,9.0,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Government,0.5061548086628039,0.7550538489091735,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,5,3,5,entre 50-65 ans,credit non remboursé
658,658,100757,0.0,Cash loans,F,N,N,0,180000.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,9.0,1,1,1,1,0,0,Laborers,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.1631870354642708,0.5744466170995097,0.4113,0.2216,0.9866,0.8164,0.1551,0.4,0.3448,0.375,0.4167,0.1656,0.3345,0.4425,0.0039,0.0011,0.4191,0.2299,0.9866,0.8236,0.1565,0.4028,0.3448,0.375,0.4167,0.1694,0.3655,0.4611,0.0039,0.0012,0.4153,0.2216,0.9866,0.8189,0.1561,0.4,0.3448,0.375,0.4167,0.1685,0.3403,0.4505,0.0039,0.0011,not specified,block of flats,0.4331,Panel,No,3.0,0.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,4,3,5,3,1,entre 50-65 ans,credit non remboursé
659,659,100758,0.0,Cash loans,F,N,Y,1,157500.0,448056.0,17019.0,315000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.00496,9.0,1,1,0,1,0,0,Cleaning staff,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Restaurant,0.5940105561180413,0.4598956038532196,0.2837118826350007,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,1,entre 27-40 ans,credit non remboursé
660,660,100759,0.0,Cash loans,M,Y,N,2,202500.0,938304.0,50121.0,810000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,Municipal apartment,0.04622,3.0,1,1,0,1,0,0,Drivers,4.0,1,1,WEDNESDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.3655238490112184,0.7772283250141669,0.5226973172821112,0.0773,0.073,0.9771,0.7552,0.0213,0.0,0.1724,0.1667,0.2083,0.013,0.0756,0.0622,0.0,0.0294,0.0788,0.0758,0.9772,0.7648,0.0192,0.0,0.1724,0.1667,0.2083,0.0133,0.0771,0.0648,0.0,0.0312,0.0781,0.073,0.9771,0.7585,0.021,0.0,0.1724,0.1667,0.2083,0.0132,0.077,0.0633,0.0,0.0301,reg oper account,block of flats,0.0494,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,3,4,5,4,1,entre 40-50 ans,credit non remboursé
661,661,100761,0.0,Cash loans,F,N,N,0,225000.0,225000.0,14778.0,225000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.018801,9.0,1,1,1,1,1,0,Realty agents,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Services,0.486642866632436,0.5913549929618737,0.6212263380626669,0.4402,0.2371,0.9831,0.7688,0.1488,0.32,0.2759,0.3333,0.375,0.1312,0.3589,0.3408,0.0,0.0,0.4485,0.246,0.9831,0.7779,0.1502,0.3222,0.2759,0.3333,0.375,0.1342,0.3921,0.3551,0.0,0.0,0.4445,0.2371,0.9831,0.7719,0.1498,0.32,0.2759,0.3333,0.375,0.1335,0.3651,0.3469,0.0,0.0,reg oper account,block of flats,0.268,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,4,4,2,entre 27-40 ans,credit non remboursé
662,662,100764,0.0,Revolving loans,M,Y,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,13.0,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Emergency,0.2336197391621328,0.7196353216607445,0.5567274263630174,0.1485,0.0523,0.9856,0.7552,0.0213,0.16,0.1379,0.3333,0.2083,0.1757,0.0756,0.1526,0.0,0.0992,0.1513,0.0543,0.9856,0.7648,0.0192,0.1611,0.1379,0.3333,0.2083,0.1797,0.0771,0.159,0.0,0.105,0.1499,0.0523,0.9856,0.7585,0.021,0.16,0.1379,0.3333,0.2083,0.1787,0.077,0.1554,0.0,0.1012,reg oper account,block of flats,0.1416,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5,4,1,entre 27-40 ans,credit non remboursé
663,663,100766,0.0,Cash loans,M,Y,Y,2,126000.0,157050.0,9621.0,112500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,16.0,1,1,1,1,0,0,Drivers,4.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.4496480883169953,0.7352209993926424,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4,4,1,entre 27-40 ans,credit non remboursé
664,664,100767,0.0,Cash loans,M,N,Y,0,157500.0,808650.0,31464.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792,9.0,1,1,1,1,0,0,Laborers,2.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Other,0.2399340459647282,0.5763306324908921,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,2,4,1,entre 27-40 ans,credit non remboursé
665,665,100768,0.0,Cash loans,M,Y,N,0,112500.0,277969.5,10606.5,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,17.0,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,16,0,1,1,0,0,0,Business Entity Type 3,0.7225586336979379,0.6398491482876816,0.5567274263630174,0.0093,0.0,0.9732,0.7552,0.0213,0.0,0.069,0.0,0.2083,0.019,0.0756,0.0045,0.0,0.0,0.0095,0.0,0.9732,0.7648,0.0192,0.0,0.069,0.0,0.2083,0.0194,0.0771,0.0047,0.0,0.0,0.0094,0.0,0.9732,0.7585,0.021,0.0,0.069,0.0,0.2083,0.0193,0.077,0.0046,0.0,0.0,reg oper account,block of flats,0.0035,Wooden,Yes,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4,3,5,4,3,entre 50-65 ans,credit non remboursé
666,666,100769,0.0,Cash loans,M,N,Y,2,247500.0,805500.0,58243.5,805500.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.028663,9.0,1,1,0,1,1,0,Managers,4.0,2,2,SUNDAY,11,0,0,0,0,1,1,Transport: type 4,0.4992823997852055,0.5882070808813746,0.4650692149562261,0.0814,0.0319,0.994,0.9184,0.0651,0.0,0.2586,0.1875,0.2292,0.0329,0.0664,0.1075,0.0019,0.0169,0.0399,0.0,0.9891,0.8563,0.0473,0.0,0.1034,0.1667,0.2083,0.0,0.0349,0.0506,0.0,0.0,0.0822,0.0319,0.994,0.9195,0.0655,0.0,0.2586,0.1875,0.2292,0.0335,0.0676,0.1094,0.0019,0.0173,reg oper account,block of flats,0.0542,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2,3,4,4,1,entre 27-40 ans,credit non remboursé
667,667,100771,0.0,Cash loans,M,N,Y,1,288000.0,1971072.0,68643.0,1800000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,9.0,1,1,0,1,1,1,Managers,3.0,3,3,TUESDAY,9,0,0,0,0,0,0,Industry: type 9,0.5105423743949342,0.4191676523385577,0.4135967602644276,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,4.0,0.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,3,4,2,1,3,entre 40-50 ans,credit non remboursé
668,668,100773,0.0,Cash loans,F,N,Y,0,112500.0,254700.0,26226.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,9.0,1,0,0,1,1,0,Laborers,1.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,0.5061548086628039,0.4818269975107381,0.4650692149562261,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,5.0,0.0,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4,3,4,4,4,entre 50-65 ans,credit non remboursé
669,669,100774,0.0,Cash loans,F,N,Y,0,90000.0,675000.0,22437.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,9.0,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.0566902849143526,0.7407990879702335,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,4,2,2,3,1,entre 50-65 ans,credit non remboursé
670,670,100775,0.0,Cash loans,M,Y,N,0,112500.0,351000.0,22558.5,351000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,13.0,1,1,0,1,0,0,Laborers,1.0,2,2,SUNDAY,15,0,0,0,0,0,0,Industry: type 9,0.5061548086628039,0.5223465896983687,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,13.0,0.0,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,1,1,5,2,1,moins de 27 ans,credit non remboursé
671,671,100776,0.0,Cash loans,F,N,Y,0,225000.0,1096020.0,52857.0,900000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.0060079999999999,9.0,1,1,0,1,1,1,Accountants,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.496924060119415,0.5602843280409464,0.0845,0.0186,0.9861,0.8096,0.0172,0.08,0.069,0.3333,0.375,0.0091,0.0681,0.0857,0.0039,0.0198,0.0861,0.0193,0.9861,0.8171,0.0173,0.0806,0.069,0.3333,0.375,0.0093,0.0744,0.0892,0.0039,0.021,0.0854,0.0186,0.9861,0.8121,0.0173,0.08,0.069,0.3333,0.375,0.0092,0.0693,0.0872,0.0039,0.0202,reg oper account,block of flats,0.0811,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,5,4,3,entre 27-40 ans,credit non remboursé
672,672,100778,0.0,Cash loans,M,Y,Y,0,202500.0,1006920.0,51543.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,17.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Industry: type 11,0.5357022004358923,0.6176861367458096,0.5531646987710016,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,9.0,0.0,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,4,3,1,2,2,entre 50-65 ans,credit non remboursé
